timestamp,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,power,weight_label
39.52,-0.0002,-0.0002,-0.0005,0.2659,0.6718,-0.562,0.4027,-0.0081,-0.0098,0.0,-0.3193,0.0,0.0,0.0,0.0,0.0,-0.062,4
39.54,-0.0007,-0.0013,-0.0005,0.2624,0.6742,-0.5636,0.3987,-0.0239,-0.0367,0.0,-0.3193,0.0,0.0,0.0,0.0,-0.0749,-0.3571,4
39.56,-0.0014,-0.0023,-0.0005,0.2651,0.6741,-0.5635,0.3971,-0.0267,-0.0489,0.0001,-0.4047,-0.4908,-0.2854,0.0894,0.1846,-0.1922,-0.3943,4
39.58,-0.0018,-0.0031,-0.0005,0.2707,0.6728,-0.5609,0.3992,-0.0267,-0.0489,0.0069,-0.3193,0.4336,0.1828,0.0894,0.1107,-0.1922,-0.3943,4
39.6,-0.0027,-0.0049,-0.0004,0.2727,0.673,-0.5624,0.3955,-0.0331,-0.0489,0.0105,-0.3193,0.4336,0.4177,0.15,0.1107,-0.2727,-0.3571,4
39.62,-0.0028,-0.005,-0.0001,0.2699,0.6725,-0.5637,0.3964,-0.0239,-0.0367,0.0189,0.4616,0.6107,0.1828,0.0894,0.1107,-0.1922,-0.3387,4
39.64,-0.0033,-0.0073,0.0002,0.2751,0.6731,-0.565,0.3899,0.0015,-0.004,0.0189,0.6478,0.1591,0.1828,-0.1274,0.1107,0.0195,-0.0383,4
39.66,-0.0033,-0.0074,0.0007,0.275,0.672,-0.5656,0.391,0.0015,-0.004,0.0189,0.6478,0.1591,0.1828,-0.1274,0.0,0.0195,-0.0383,4
39.68,-0.0036,-0.0074,0.0014,0.2744,0.6702,-0.5662,0.3938,0.0002,-0.005,0.0204,-0.7144,-0.2792,0.4177,0.0,-0.0067,0.0,-0.0584,4
39.7,-0.0036,-0.0075,0.0016,0.2745,0.6701,-0.566,0.394,0.0002,-0.005,0.0204,-0.4672,-0.2792,0.1538,0.0,-0.0067,0.0,-0.0584,4
39.72,-0.0036,-0.0081,0.002,0.2753,0.6699,-0.5663,0.3934,-0.0096,-0.0102,0.0178,-0.4672,-0.2792,-0.1308,0.0,0.0,-0.0756,-0.126,4
39.74,-0.0041,-0.0089,0.0022,0.2772,0.6692,-0.5674,0.3917,-0.0096,-0.0102,0.0069,-0.4672,-0.2792,-0.5996,0.0,0.0068,-0.0756,-0.126,4
39.76,-0.0043,-0.009,0.0022,0.2768,0.6683,-0.5688,0.3914,-0.0096,-0.0102,0.0058,-0.284,-0.43,-0.1308,-0.0398,0.0545,-0.0756,-0.126,4
39.78,-0.0043,-0.0091,0.0022,0.2757,0.6681,-0.5695,0.3916,-0.0096,-0.0102,-0.0074,-0.2833,-0.43,-0.5996,-0.0398,0.0548,-0.0756,-0.126,4
39.8,-0.0044,-0.0091,0.002,0.2746,0.6685,-0.57,0.391,-0.0096,-0.0102,-0.0158,0.0121,-0.0697,-0.5996,-0.0492,0.1016,-0.0756,-0.126,4
39.82,-0.0047,-0.0094,0.0016,0.2753,0.6687,-0.5705,0.3893,-0.0114,-0.0159,-0.0158,0.0031,-0.3704,0.2179,-0.0492,0.1168,0.0344,-0.1294,4
39.84,-0.0049,-0.0098,0.0013,0.2753,0.6685,-0.5717,0.3879,-0.0114,-0.0159,-0.0074,0.0031,-0.3704,0.2179,-0.0398,0.1168,-0.1315,-0.1294,4
39.86,-0.005,-0.0102,0.0012,0.2708,0.6667,-0.5755,0.3886,-0.0114,-0.0173,-0.0017,0.0031,-0.3704,0.0758,0.0511,0.1016,-0.1316,-0.172,4
39.88,-0.0051,-0.0103,0.0012,0.2743,0.6675,-0.573,0.3883,-0.0114,-0.0247,-0.0017,0.0031,-0.3704,0.0758,0.0593,-0.1438,-0.1316,-0.1983,4
39.9,-0.0053,-0.0107,0.0012,0.2763,0.6669,-0.5727,0.3884,-0.0114,-0.0251,-0.0017,0.0031,-0.3704,-0.0063,0.0716,-0.1438,-0.1324,-0.234,4
39.92,-0.0055,-0.0115,0.001,0.2791,0.6666,-0.5722,0.3877,-0.0059,-0.0251,-0.0095,0.3688,0.3961,-0.0954,0.0716,-0.1438,-0.1324,-0.1983,4
39.94,-0.0056,-0.0121,0.0008,0.281,0.6663,-0.5724,0.3867,-0.0132,-0.0251,-0.0095,-0.0037,0.3961,-0.0954,0.0716,-0.1438,-0.2058,-0.1983,4
39.96,-0.0057,-0.0126,-0.0006,0.2713,0.6687,-0.5767,0.3829,-0.0133,-0.023,-0.0097,-0.0037,0.3961,-0.3903,0.1098,-0.0493,-0.2058,-0.114,4
39.98,-0.0059,-0.0128,-0.0006,0.2751,0.6676,-0.5764,0.3826,-0.0103,-0.022,-0.0222,0.3688,0.5281,-0.0063,0.0716,0.0685,-0.1057,-0.114,4
40.0,-0.0064,-0.0133,-0.0017,0.2746,0.6693,-0.5762,0.3803,-0.014,-0.022,-0.0515,-0.2661,0.3961,-1.4626,0.0639,0.2411,-0.1057,-0.114,4
40.02,-0.0066,-0.0135,-0.0021,0.2751,0.6696,-0.5764,0.3791,-0.014,-0.0163,-0.0457,-0.2661,0.4816,0.2897,0.0639,0.2411,-0.1057,-0.1562,4
