timestamp,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,power,weight_label
39.5200,-0.0002,-0.0002,-0.0005,0.2659,0.6718,-0.5620,0.4027,-0.0081,-0.0098,-0.0229,-0.4047,-0.4908,-1.1443,-0.0905,0.3408,-0.0749,-0.0620,4
39.5400,-0.0007,-0.0013,-0.0010,0.2624,0.6742,-0.5636,0.3987,-0.0267,-0.0576,-0.0286,-0.9310,-2.3881,-0.2854,-0.0089,0.5968,0.0130,-0.3943,4
39.5600,-0.0014,-0.0023,-0.0010,0.2651,0.6741,-0.5635,0.3971,-0.0331,-0.0489,0.0001,-0.3193,0.4336,1.4336,0.1500,-0.0455,-0.2727,-0.4903,4
39.5800,-0.0018,-0.0031,-0.0005,0.2707,0.6728,-0.5609,0.3992,-0.0239,-0.0367,0.0270,0.4616,0.6107,1.3445,0.2683,-0.5753,-0.1922,-0.3571,4
39.6000,-0.0028,-0.0049,-0.0004,0.2727,0.6730,-0.5624,0.3955,-0.0475,-0.0908,0.0069,-1.1820,-2.7066,-1.0052,0.0894,0.1846,-0.3871,-0.5959,4
39.6200,-0.0027,-0.0050,-0.0001,0.2699,0.6725,-0.5637,0.3964,0.0059,-0.0040,0.0105,2.6712,4.3434,0.1828,-0.2525,0.1107,0.1665,-0.0383,4
39.6400,-0.0037,-0.0073,0.0002,0.2751,0.6731,-0.5650,0.3899,-0.0493,-0.1190,0.0189,-2.7621,-5.7536,0.4177,0.3282,0.2012,-0.7546,-0.3387,4
39.6600,-0.0036,-0.0074,0.0007,0.2750,0.6720,-0.5656,0.3910,0.0015,-0.0026,0.0219,2.5429,5.8234,0.1538,-0.1274,-0.0918,0.0195,-0.0328,4
39.6800,-0.0033,-0.0074,0.0014,0.2744,0.6702,-0.5662,0.3938,0.0145,0.0006,0.0386,0.6478,0.1591,0.8341,-0.2485,-0.2035,0.1266,0.0478,4
39.7000,-0.0033,-0.0075,0.0016,0.2745,0.6701,-0.5660,0.3940,0.0002,-0.0050,0.0069,-0.7144,-0.2792,-1.5854,0.0000,0.0000,0.0000,-0.0584,4
39.7200,-0.0036,-0.0081,0.0020,0.2753,0.6699,-0.5663,0.3934,-0.0148,-0.0312,0.0204,-0.7483,-1.3107,0.6739,0.0153,-0.0067,-0.0898,-0.2402,4
39.7400,-0.0041,-0.0089,0.0024,0.2772,0.6692,-0.5674,0.3917,-0.0241,-0.0406,0.0178,-0.4672,-0.4703,-0.1308,0.0034,0.0068,-0.2867,-0.3701,4
39.7600,-0.0043,-0.0091,0.0025,0.2768,0.6683,-0.5688,0.3914,-0.0096,-0.0102,0.0058,0.7263,1.5190,-0.5996,-0.1452,0.0548,-0.0756,-0.1260,4
39.7800,-0.0043,-0.0090,0.0022,0.2757,0.6681,-0.5695,0.3916,-0.0003,0.0040,-0.0158,0.4634,0.7096,-1.0785,-0.1003,0.0545,0.0496,0.0588,4
39.8000,-0.0044,-0.0091,0.0020,0.2746,0.6685,-0.5700,0.3910,-0.0060,-0.0046,-0.0074,-0.2840,-0.4300,0.4199,-0.0398,0.1229,0.0344,-0.0447,4
39.8200,-0.0047,-0.0094,0.0016,0.2753,0.6687,-0.5705,0.3893,-0.0117,-0.0159,-0.0209,-0.2833,-0.5633,-0.6771,0.0511,0.1016,-0.1550,-0.1294,4
39.8400,-0.0049,-0.0098,0.0013,0.2753,0.6685,-0.5717,0.3879,-0.0114,-0.0173,-0.0166,0.0121,-0.0697,0.2179,-0.0492,0.1168,-0.1315,-0.1720,4
39.8600,-0.0051,-0.0103,0.0012,0.2708,0.6667,-0.5755,0.3886,-0.0114,-0.0247,-0.0013,0.0031,-0.3704,0.7610,-0.5524,0.2457,0.1399,-0.2340,4
39.8800,-0.0050,-0.0102,0.0012,0.2743,0.6675,-0.5730,0.3883,0.0049,0.0036,0.0002,0.8130,1.4165,0.0758,0.3529,-0.2155,-0.1316,0.0450,4
39.9000,-0.0053,-0.0107,0.0012,0.2763,0.6669,-0.5727,0.3884,-0.0132,-0.0251,-0.0017,-0.9061,-1.4392,-0.0954,0.0593,-0.1479,-0.1324,-0.1983,4
39.9200,-0.0055,-0.0115,0.0010,0.2791,0.6666,-0.5722,0.3877,-0.0133,-0.0411,-0.0095,-0.0037,-0.7981,-0.3903,0.1429,-0.1438,-0.2058,-0.3666,4
39.9400,-0.0057,-0.0121,0.0008,0.2810,0.6663,-0.5724,0.3867,-0.0059,-0.0299,-0.0097,0.3688,0.5597,-0.0063,0.0716,-0.0493,-0.2062,-0.3122,4
39.9600,-0.0056,-0.0126,-0.0006,0.2713,0.6687,-0.5767,0.3829,0.0035,-0.0220,-0.0683,0.4712,0.3961,-2.9301,-0.4229,1.0202,0.3309,-0.0227,4
39.9800,-0.0059,-0.0128,-0.0006,0.2751,0.6676,-0.5764,0.3826,-0.0140,-0.0114,-0.0025,-0.8751,0.5281,3.2893,0.1098,-0.2434,-0.2830,-0.1140,4
40.0000,-0.0064,-0.0133,-0.0017,0.2746,0.6693,-0.5762,0.3803,-0.0274,-0.0230,-0.0534,-0.6704,-0.5803,-2.5471,0.1638,0.2411,-0.0451,-0.0581,4
40.0200,-0.0066,-0.0135,-0.0021,0.2751,0.6696,-0.5764,0.3791,-0.0103,-0.0116,-0.0222,0.8529,0.5722,1.5606,0.0567,0.0685,-0.1057,-0.1637,4
40.0400,-0.0069,-0.0140,-0.0031,0.2746,0.6708,-0.5775,0.3757,-0.0157,-0.0259,-0.0515,-0.2661,-0.7167,-1.4626,0.0639,0.3345,-0.1682,-0.1562,4
40.0600,-0.0070,-0.0143,-0.0041,0.2718,0.6712,-0.5796,0.3737,-0.0027,-0.0163,-0.0457,0.6467,0.4816,0.2897,-0.1692,0.3588,0.0057,-0.1826,4
40.0800,-0.0069,-0.0144,-0.0042,0.2709,0.6715,-0.5792,0.3747,0.0029,-0.0008,-0.0077,0.2840,0.7734,1.8971,-0.0144,-0.0090,0.1413,-0.0225,4
40.1000,-0.0070,-0.0148,-0.0050,0.2686,0.6731,-0.5796,0.3726,-0.0010,-0.0237,-0.0418,-0.1994,-1.1450,-1.7020,0.0349,0.3459,0.0557,-0.1342,4
