timestamp,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,power,weight_label
50.1000,-0.0001,0.0018,0.0015,-0.3216,-0.6687,0.4815,-0.4665,-0.0043,0.0893,0.0730,-0.2152,4.4666,3.6479,-0.8767,0.2361,0.2404,1.5424,0
50.1200,0.0004,0.0025,0.0037,-0.3140,-0.6664,0.4860,-0.4702,0.0237,0.0340,0.1127,1.4013,-2.7689,1.9891,-0.8806,0.1559,0.3983,0.4966,0
50.1400,0.0017,0.0042,0.0053,-0.3153,-0.6690,0.4839,-0.4678,0.0667,0.0860,0.0804,2.1476,2.6017,-1.6193,0.4033,0.1556,-0.0168,1.0803,0
50.1600,0.0034,0.0078,0.0049,-0.3189,-0.6755,0.4689,-0.4713,0.0841,0.1811,-0.0210,0.8726,4.7566,-5.0679,1.3712,-0.5781,0.8275,2.8181,0
50.1800,0.0062,0.0158,0.0060,-0.3145,-0.6796,0.4546,-0.4822,0.1407,0.4007,0.0534,2.8265,10.9811,3.7222,0.6051,-0.7962,1.6188,8.9283,0
50.2000,0.0072,0.0206,0.0074,-0.3098,-0.6782,0.4535,-0.4883,0.0479,0.2385,0.0699,-4.6402,-8.1143,0.8230,-0.4068,-0.3031,0.6090,0.2398,0
50.2200,0.0087,0.0304,0.0090,-0.3047,-0.6801,0.4469,-0.4950,0.0783,0.4928,0.0816,1.5235,12.7188,0.5828,0.0773,-0.3338,1.0263,11.2698,0
50.2400,0.0097,0.0376,0.0086,-0.3034,-0.6831,0.4411,-0.4967,0.0496,0.3574,-0.0197,-1.4347,-6.7724,-5.0624,0.4120,-0.0820,0.5404,1.1141,0
50.2600,0.0112,0.0501,0.0091,-0.2952,-0.6838,0.4378,-0.5036,0.0741,0.6245,0.0271,1.2261,13.3548,2.3416,-0.3665,-0.1796,1.0520,14.6204,0
50.2800,0.0120,0.0549,0.0096,-0.2924,-0.6844,0.4349,-0.5069,0.0402,0.2430,0.0249,-1.6975,-19.0739,-0.1106,-0.0039,-0.1556,0.5000,-2.3221,0
50.3000,0.0133,0.0634,0.0092,-0.2832,-0.6812,0.4370,-0.5146,0.0662,0.4248,-0.0243,1.3000,9.0896,-2.4634,-0.9774,-0.2268,0.7608,8.1744,0
50.3200,0.0131,0.0760,0.0063,-0.2888,-0.6780,0.4385,-0.5145,-0.0145,0.6260,-0.1437,-4.0329,10.0614,-5.9664,0.0482,-0.3578,-0.5499,13.3554,0
50.3400,0.0129,0.0830,0.0036,-0.2951,-0.6828,0.4318,-0.5102,-0.0061,0.3518,-0.1360,0.4184,-13.7131,0.3826,1.1168,0.0676,-0.1333,-1.4275,0
50.3600,0.0125,0.0984,0.0015,-0.2981,-0.6817,0.4284,-0.5128,-0.0212,0.7678,-0.1014,-0.7564,20.8014,1.7292,0.2522,-0.4594,0.0443,23.3438,0
50.3800,0.0121,0.1084,0.0013,-0.2969,-0.6783,0.4294,-0.5171,-0.0186,0.5025,-0.0133,0.1311,-13.2629,4.4067,-0.3958,-0.3885,0.1143,-1.7962,0
50.4000,0.0114,0.1357,0.0002,-0.2800,-0.6777,0.4289,-0.5275,-0.0375,1.3631,-0.0512,-0.9453,43.0301,-1.8954,-1.1817,-0.0267,1.6065,72.1606,0
50.4200,0.0112,0.1483,-0.0013,-0.2761,-0.6824,0.4238,-0.5278,-0.0114,0.6308,-0.0770,1.3030,-36.6144,-1.2911,0.3353,0.2508,0.6730,-16.8249,0
50.4400,0.0109,0.1621,-0.0029,-0.2746,-0.6875,0.4151,-0.5288,-0.0129,0.6917,-0.0802,-0.0703,3.0449,-0.1564,0.7027,0.0241,0.7488,8.9057,0
50.4600,0.0096,0.1920,-0.0020,-0.2721,-0.6811,0.4008,-0.5490,-0.0653,1.4953,0.0466,-2.6202,40.1762,6.3363,0.0284,-2.0150,1.5900,75.2088,0
50.4800,0.0092,0.2080,-0.0006,-0.2685,-0.6767,0.3905,-0.5635,-0.0223,0.7992,0.0706,2.1487,-34.8048,1.2036,-0.0655,-1.3684,1.2694,-19.9380,0
50.5000,0.0083,0.2412,0.0003,-0.2499,-0.6790,0.3708,-0.5823,-0.0411,1.6580,0.0447,-0.9418,42.9424,-1.2961,-0.1295,-0.9422,3.1659,87.4451,0
